featcode,rowindex,type,featconst,name,description,icon,mincharlevel,minattackbonus,minstr,mindex,minint,minwis,minspelllvl,prereqfeat1,prereqfeat2,gainmultiple,effectsstack,allclassescanuse,category,maxcr,spellid,successor,crvalue,usesperday,masterfeat,targetself,orreqfeat0,orreqfeat1,orreqfeat2,orreqfeat3,orreqfeat4,reqskill,toolscategories,hostilefeat,,scd_list,sol_list,sct_list,tec_list,drx_list,drc_list,jcn_list,jgd_list,jsn_list,sas_list,sld_list,sma_list,jwa_list,jma_list,jwm_list,,jcn_pc_granted,jgd_pc_granted,jsn_pc_granted,scd_granted,sol_granted,sct_granted,tec_granted,drx_granted,drc_granted,jcn_granted,jgd_granted,jsn_granted,sas_granted,sld_granted,sma_granted,jwa_granted,jma_granted,jwm_granted,,handmaiden,baodur,hanharr,hk47,g0t0,atton,kreia,exclusion,usetype,pips
XXXX_SKILL_FOCUS_COMPUTER_USE,58,skip,FEAT_SKILL_FOCUS_COMPUTER_USE,204,1180,if_foccomp,0,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
****,59,skip,****,****,****,****,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_SNEAK_ATTACK_1,60,change,FEAT_SNEAK_ATTACK_1,Combat Ability - Sneak Attack I,32279,if_sneak01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,61,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,****
BOXF_SNEAK_ATTACK_2,61,change,FEAT_SNEAK_ATTACK_2,Combat Ability - Sneak Attack II,42319,if_sneak02,3,****,****,****,****,****,****,60,****,0,0,0,****,****,****,62,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_SNEAK_ATTACK_3,62,change,FEAT_SNEAK_ATTACK_3,Combat Ability - Sneak Attack III,42320,if_sneak03,7,****,****,****,****,****,****,60,61,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_SNEAK_ATTACK_4,63,change,FEAT_SNEAK_ATTACK_4,Combat Ability - Sneak Attack IV,42321,if_sneak04,11,****,****,****,****,****,****,****,****,0,0,0,****,****,****,64,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_SNEAK_ATTACK_5,64,change,FEAT_SNEAK_ATTACK_5,Combat Ability - Sneak Attack V,42322,if_sneak05,15,****,****,****,****,****,****,63,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_SNEAK_ATTACK_E1,65,change,FEAT_SNEAK_ATTACK_E1,Sith Ability - Sneak Attack I,42323,if_sneak06,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,66,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_SNEAK_ATTACK_E2,66,change,FEAT_SNEAK_ATTACK_E2,Sith Ability - Sneak Attack III,42324,if_sneak07,****,****,****,****,****,****,****,65,****,0,0,0,****,****,****,67,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_SNEAK_ATTACK_E3,67,change,FEAT_SNEAK_ATTACK_E3,Sith Ability - Sneak Attack III,42325,if_sneak08,****,****,****,****,****,****,****,65,66,0,0,0,****,****,****,68,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_SNEAK_ATTACK_E4,68,change,FEAT_SNEAK_ATTACK_E4,Sith Ability - Sneak Attack IV,42326,if_sneak09,****,****,****,****,****,****,****,****,67,0,0,0,****,****,****,69,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_SNEAK_ATTACK_E5,69,change,FEAT_SNEAK_ATTACK_E5,Sith Ability - Sneak Attack I,42327,if_sneak10,****,****,****,****,****,****,****,68,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
XXXX_SKILL_FOCUS_DEMOLITIONS,70,skip,FEAT_SKILL_FOCUS_DEMOLITIONS,1042,1181,if_focdemo,0,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
XXXX_SKILL_FOCUS_STEALTH,71,skip,FEAT_SKILL_FOCUS_STEALTH,1043,1182,if_focstlth,0,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_SKILL_FOCUS_AWARENESS,72,skip,FEAT_SKILL_FOCUS_AWARENESS,1044,1183,if_focaware,0,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_SKILL_FOCUS_PERSUADE,73,skip,FEAT_SKILL_FOCUS_PERSUADE,1045,1184,if_focpers,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_SKILL_FOCUS_REPAIR,74,skip,FEAT_SKILL_FOCUS_REPAIR,1046,1185,if_focrepair,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_SKILL_FOCUS_SECURITY,75,skip,FEAT_SKILL_FOCUS_SECURITY,1047,1187,if_focsecur,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_SKILL_FOCUS_TREAT_INJURY,76,skip,FEAT_SKILL_FOCUS_TREAT_INJUURY,1048,1188,if_focmed,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_SNIPER_SHOT_3,77,change,FEAT_SNIPER_SHOT_3,Combat Technique - Master Sniper Shot,1189,if_sshot03,15,****,****,****,****,****,****,31,20,0,0,1,0x1111,9,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
DROID_UPGRADE_1,78,change,FEAT_DROID_UPGRADE_1,1050,32284,if_droidup01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,79,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,1,3
DROID_UPGRADE_2,79,change,FEAT_DROID_UPGRADE_2,1051,42328,if_droidup02,****,****,****,****,****,****,****,78,****,0,0,1,****,****,****,80,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
DROID_UPGRADE_3,80,change,FEAT_DROID_UPGRADE_3,1052,42329,if_droidup03,****,****,****,****,****,****,****,78,79,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_CRITICAL_STRIKE_3,81,change,FEAT_CRITICAL_STRIKE_3,Combat Technique - Master Critical Strike,1251,if_crtstrk03,15,****,****,****,****,****,****,8,19,0,0,1,0x1104,9,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_POWER_BLAST_3,82,change,FEAT_POWER_BLAST_3,Combat Technique - Master Power Blast,1253,if_pshot03,15,****,****,****,****,****,****,29,18,0,0,1,0x1111,9,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,0,3
BOXF_POWER_ATTACK_3,83,change,FEAT_POWER_ATTACK_3,Combat Technique - Master Power Attack,1252,if_pattack03,15,****,****,****,****,****,****,28,17,0,0,1,0x1104,9,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,1,3
TOUGHNESS,84,change,FEAT_TOUGHNESS,1193,1254,if_toughn01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,123,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,0,3
BOXF_TWO_WEAPON_3,85,change,FEAT_TWO_WEAPON_3,Combat Ability - Two-Weapon Mastery,1255,if_2weap03,***,****,****,****,****,****,****,3,9,0,0,1,****,6,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
XXXX_FORCE_FOCUS_ALTER,86,skip,FEAT_FORCE_FOCUS_ALTER,1195,1256,if_focalter,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,255,0x00,****,3
XXXX_FORCE_FOCUS_CONTROL,87,skip,FEAT_FORCE_FOCUS_CONTROL,1196,1258,if_foccontr,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
FORCE_FOCUS,88,change,FEAT_FORCE_FOCUS_SENSE,1197,1257,if_focsense,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,89,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
FORCE_FOCUS_ADVANCED,89,change,FEAT_FORCE_FOCUS_MASTERY,1198,1259,if_focmaster,****,****,****,****,****,****,****,88,****,0,0,0,****,****,****,90,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
FORCE_FOCUS_MASTERY,90,change,FEAT_FORCE_FOCUS_BOOST,1199,1260,if_focboost,****,****,****,****,****,****,****,88,89,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_FLURRY_2,91,change,FEAT_FLURRY_2,Combat Technique - Improved Flurry,1261,if_flurry02,7,****,****,****,****,****,****,11,****,0,0,0,0x1104,6,****,53,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_RAPID_SHOT_2,92,change,FEAT_RAPID_SHOT_2,Combat Technique - Improved Rapid Shot,1262,if_rshot02,7,****,****,****,****,****,****,30,****,0,0,0,0x1111,6,****,26,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
PROFICIENCY_ALL,93,change,FEAT_PROFICIENCY_ALL,32077,****,****,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BATTLE_MEDITATION,94,change,FEAT_BATTLE_MEDITATION,32079,32080,if_battlemed,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_WOOKIEE_TOUGHNESS,95,change,FEAT_WOOKIEE_TOUGHNESS,Character Ability - Wookie Toughness,38564,if_wookieend,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,224,****,****,****,****,****,****,****,****,****,****,5,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BLASTER_INTEGRATION,96,change,FEAT_BLASTER_INTEGRATION,38527,38563,if_blastint,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
XXXFORCE_CAMOFLAGE,97,skip,FEAT_FORCE_CAMOFLAGE,38528,38546,if_frccamo01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,141,****,****,****,****,****,****,****,****,****,****,5,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_FORCE_IMMUNITY_1,98,change,FEAT_FORCE_IMMUNITY_1,Jedi Ability - Fear Immunity,38651,if_immun01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,99,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_FORCE_IMMUNITY_2,99,change,FEAT_FORCE_IMMUNITY_2,Jedi Ability - Stun Immunity,38652,if_immun02,3,****,****,****,****,****,****,98,****,0,0,0,****,****,****,100,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_FORCE_IMMUNITY_3,100,change,FEAT_FORCE_IMMUNITY_3,Jedi Ability - Paralysis Immunity,38653,if_immun03,7,****,****,****,****,****,****,98,99,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_FORCE_JUMP_1,101,change,FEAT_FORCE_JUMP_1,Jedi Ability - Force Jump,38654,if_jump01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,102,****,****,****,****,****,****,****,****,****,****,4,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_FORCE_JUMP_2,102,change,FEAT_FORCE_JUMP_2,Jedi Ability - Improved Force Jump,38655,if_jump02,****,****,****,****,****,****,****,101,****,0,0,0,****,****,****,103,****,****,****,****,****,****,****,****,****,****,4,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,,0,0,0,0,0,0,0,0x00,****,1
BOXF_FORCE_JUMP_3,103,change,FEAT_FORCE_JUMP_3,Jedi Ability - Expert Force Jump,38656,if_jump03,****,****,****,****,****,****,****,101,102,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,4,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,,0,0,0,0,0,0,0,0x00,****,2
SCOUNDRELS_LUCK,104,change,FEAT_SCOUNDRELS_LUCK,38584,38667,if_scdac01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,105,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
IMPROVED_SCOUNDRELS_LUCK,105,change,FEAT_IMPROVED_SCOUNDRELS_LUCK,38585,38668,if_scdac02,****,****,****,****,****,****,****,104,****,0,0,0,****,****,****,106,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
MASTER_SCOUNDRELS_LUCK,106,change,FEAT_MASTER_SCOUNDRELS_LUCK,38586,38669,if_scdac03,****,****,****,****,****,****,****,104,105,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
JEDI_SENSE,107,change,FEAT_JEDI_SENSE,38587,38670,if_jediac01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,108,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
KNIGHT_SENSE,108,change,FEAT_KNIGHT_SENSE,38588,38671,if_jediac02,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
MASTER_SENSE,109,change,FEAT_MASTER_SENSE,38589,38672,if_jediac03,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
LOGIC_UPGRADE_COMBAT,110,change,FEAT_LOGIC_UPGRADE_COMBAT,38590,38673,if_droidac01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,111,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
LOGIC_UPGRADE_TACTICIAN,111,change,FEAT_LOGIC_UPGRADE_TACTICIAN,38591,38674,if_droidac02,****,****,****,****,****,****,****,110,****,0,0,0,****,****,****,112,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
LOGIC_UPGRADE_BATTLE_DROID,112,change,FEAT_LOGIC_UPGRADE_BATTLE_DROID,38592,38675,if_droidac03,****,****,****,****,****,****,****,110,111,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_DUELING,113,change,FEAT_DUELING,Combat Ability - Dueling,41931,if_duel01,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,114,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
ADVANCED_DUELING,114,change,FEAT_ADVANCED_DUELING,41859,41932,if_duel02,4,****,****,****,****,****,****,113,****,0,0,0,****,****,****,115,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
MASTER_DUELING,115,change,FEAT_MASTER_DUELING,41860,41933,if_duel03,8,****,****,****,****,****,****,113,114,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_FORCE_SENSITIVE,116,change,FEAT_FORCE_SENSITIVE,Jedi Ability - Force Sensitive,41892,if_forcesn,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,4,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
IMPROVED_CAUTION,117,change,FEAT_CAUTIOUS_2,41994,41999,if_cautious02,4,****,****,****,****,****,****,7,****,0,0,1,****,****,****,118,****,****,****,****,****,****,****,****,****,****,6,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
